,pokedex_number,name,german_name,japanese_name,is_generation_1,is_generation_2,is_generation_3,is_generation_4,is_generation_5,is_generation_6,is_generation_7,is_generation_8,status,species,types,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_types,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
453,378,Regice,Regice,レジアイス (Regice),False,False,True,False,False,False,False,False,Sub Legendary,Iceberg Pokémon,Ice,5'11'',385.81 lbs,2,Clear Body,,Ice Body,580,80,50,100,100,200,50,3.0,35.0,261.0,Slow,Undiscovered,,80.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
454,379,Registeel,Registeel,レジスチル (Registeel),False,False,True,False,False,False,False,False,Sub Legendary,Iron Pokémon,Steel,6'03'',451.95 lbs,2,Clear Body,,Light Metal,580,80,75,150,75,150,50,3.0,35.0,261.0,Slow,Undiscovered,,80.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
455,380,Latias,Latias,ラティアス (Latias),False,False,True,False,False,False,False,False,Sub Legendary,Eon Pokémon,"Dragon, Psychic",4'07'',88.18 lbs,1,Levitate,,,600,80,80,90,110,130,110,3.0,90.0,270.0,Slow,Undiscovered,0.0,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
456,380,Mega Latias,Latias,ラティアス (Latias),False,False,True,False,False,False,False,False,Sub Legendary,Eon Pokémon,"Dragon, Psychic",5'11'',114.64 lbs,1,Levitate,,,700,80,100,120,140,150,110,3.0,90.0,315.0,Slow,Undiscovered,0.0,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
457,381,Latios,Latios,ラティオス (Latios),False,False,True,False,False,False,False,False,Sub Legendary,Eon Pokémon,"Dragon, Psychic",6'07'',132.28 lbs,1,Levitate,,,600,80,90,80,130,110,110,3.0,90.0,270.0,Slow,Undiscovered,100.0,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
458,381,Mega Latios,Latios,ラティオス (Latios),False,False,True,False,False,False,False,False,Sub Legendary,Eon Pokémon,"Dragon, Psychic",7'07'',154.32 lbs,1,Levitate,,,700,80,130,100,160,120,110,3.0,90.0,315.0,Slow,Undiscovered,100.0,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
459,382,Kyogre,Kyogre,カイオーガ (Kyogre),False,False,True,False,False,False,False,False,Legendary,Sea Basin Pokémon,Water,14'09'',776.03 lbs,1,Drizzle,,,670,100,100,90,150,140,90,3.0,0.0,302.0,Slow,Undiscovered,,120.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
460,382,Primal Kyogre,Kyogre,カイオーガ (Kyogre),False,False,True,False,False,False,False,False,Legendary,Sea Basin Pokémon,Water,32'02'',947.99 lbs,1,Primordial Sea,,,770,100,150,90,180,160,90,5.0,0.0,347.0,Slow,Undiscovered,,120.0,1.0,0.0,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
461,383,Groudon,Groudon,グラードン (Groudon),False,False,True,False,False,False,False,False,Legendary,Continent Pokémon,Ground,11'06'',2094.39 lbs,1,Drought,,,670,100,150,140,100,90,90,3.0,0.0,302.0,Slow,Undiscovered,,120.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
462,383,Primal Groudon,Groudon,グラードン (Groudon),False,False,True,False,False,False,False,False,Legendary,Continent Pokémon,"Ground, Fire",16'05'',2203.96 lbs,1,Desolate Land,,,770,100,180,160,150,90,90,5.0,0.0,347.0,Slow,Undiscovered,,120.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
463,384,Rayquaza,Rayquaza,レックウザ (Rayquaza),False,False,True,False,False,False,False,False,Legendary,Sky High Pokémon,"Dragon, Flying",23'00'',455.25 lbs,1,Air Lock,,,680,105,150,90,150,90,95,45.0,0.0,306.0,Slow,Undiscovered,,120.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
464,384,Mega Rayquaza,Rayquaza,レックウザ (Rayquaza),False,False,True,False,False,False,False,False,Legendary,Sky High Pokémon,"Dragon, Flying",35'05'',864.21 lbs,1,Delta Stream,,,780,105,180,100,180,100,115,3.0,0.0,351.0,Slow,Undiscovered,,120.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0
465,385,Jirachi,Jirachi,ジラーチ (Jirachi),False,False,True,False,False,False,False,False,Mythical,Wish Pokémon,"Steel, Psychic",1'00'',2.43 lbs,1,Serene Grace,,,600,100,100,100,100,100,100,3.0,100.0,270.0,Slow,Undiscovered,,120.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
466,386,Deoxys Normal Forme,Deoxys,デオキシス (Deoxys),False,False,True,False,False,False,False,False,Mythical,DNA Pokémon,Psychic,5'07'',134.04 lbs,1,Pressure,,,600,50,150,50,150,50,150,3.0,0.0,270.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
467,386,Deoxys Attack Forme,Deoxys,デオキシス (Deoxys),False,False,True,False,False,False,False,False,Mythical,DNA Pokémon,Psychic,5'07'',134.04 lbs,1,Pressure,,,600,50,180,20,180,20,150,3.0,0.0,270.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
468,386,Deoxys Defense Forme,Deoxys,デオキシス (Deoxys),False,False,True,False,False,False,False,False,Mythical,DNA Pokémon,Psychic,5'07'',134.04 lbs,1,Pressure,,,600,50,70,160,70,160,90,3.0,0.0,270.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
469,386,Deoxys Speed Forme,Deoxys,デオキシス (Deoxys),False,False,True,False,False,False,False,False,Mythical,DNA Pokémon,Psychic,5'07'',134.04 lbs,1,Pressure,,,600,50,95,90,95,90,180,3.0,0.0,270.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
470,387,Turtwig,Chelast,ナエトル (Naetle),False,False,False,True,False,False,False,False,Normal,Tiny Leaf Pokémon,Grass,1'04'',22.49 lbs,2,Overgrow,,Shell Armor,318,55,68,64,45,55,31,45.0,70.0,64.0,Medium Slow,"Grass, Monster",87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
471,388,Grotle,Chelcarain,ハヤシガメ (Hayashigame),False,False,False,True,False,False,False,False,Normal,Grove Pokémon,Grass,3'07'',213.85 lbs,2,Overgrow,,Shell Armor,405,75,89,85,55,65,36,45.0,70.0,142.0,Medium Slow,"Grass, Monster",87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
472,389,Torterra,Chelterrar,ドダイトス (Dodaitose),False,False,False,True,False,False,False,False,Normal,Continent Pokémon,"Grass, Ground",7'03'',683.43 lbs,2,Overgrow,,Shell Armor,525,95,109,105,75,85,56,45.0,70.0,236.0,Medium Slow,"Grass, Monster",87.5,20.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
473,390,Chimchar,Panflam,ヒコザル (Hikozaru),False,False,False,True,False,False,False,False,Normal,Chimp Pokémon,Fire,1'08'',13.67 lbs,2,Blaze,,Iron Fist,309,44,58,44,58,44,61,45.0,70.0,62.0,Medium Slow,"Field, Human-Like",87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
474,391,Monferno,Panpyro,モウカザル (Moukazaru),False,False,False,True,False,False,False,False,Normal,Playful Pokémon,"Fire, Fighting",2'11'',48.5 lbs,2,Blaze,,Iron Fist,405,64,78,52,78,52,81,45.0,70.0,142.0,Medium Slow,"Field, Human-Like",87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
475,392,Infernape,Panferno,ゴウカザル (Goukazaru),False,False,False,True,False,False,False,False,Normal,Flame Pokémon,"Fire, Fighting",3'11'',121.25 lbs,2,Blaze,,Iron Fist,534,76,104,71,104,71,108,45.0,70.0,240.0,Medium Slow,"Field, Human-Like",87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
476,393,Piplup,Plinfa,ポッチャマ (Pochama),False,False,False,True,False,False,False,False,Normal,Penguin Pokémon,Water,1'04'',11.46 lbs,2,Torrent,,Defiant,314,53,51,53,61,56,40,45.0,70.0,63.0,Medium Slow,"Field, Water 1",87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
477,394,Prinplup,Pliprin,ポッタイシ (Pottaishi),False,False,False,True,False,False,False,False,Normal,Penguin Pokémon,Water,2'07'',50.71 lbs,2,Torrent,,Defiant,405,64,66,68,81,76,50,45.0,70.0,142.0,Medium Slow,"Field, Water 1",87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
478,395,Empoleon,Impoleon,エンペルト (Emperte),False,False,False,True,False,False,False,False,Normal,Emperor Pokémon,"Water, Steel",5'07'',186.29 lbs,2,Torrent,,Defiant,530,84,86,88,111,101,60,45.0,70.0,239.0,Medium Slow,"Field, Water 1",87.5,20.0,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
479,396,Starly,Staralili,ムックル (Mukkuru),False,False,False,True,False,False,False,False,Normal,Starling Pokémon,"Normal, Flying",1'00'',4.41 lbs,2,Keen Eye,,Reckless,245,40,55,30,30,30,60,255.0,70.0,49.0,Medium Slow,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
480,397,Staravia,Staravia,ムクバード (Mukubird),False,False,False,True,False,False,False,False,Normal,Starling Pokémon,"Normal, Flying",2'00'',34.17 lbs,2,Intimidate,,Reckless,340,55,75,50,40,40,80,120.0,70.0,119.0,Medium Slow,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
481,398,Staraptor,Staraptor,ムクホーク (Mukuhawk),False,False,False,True,False,False,False,False,Normal,Predator Pokémon,"Normal, Flying",3'11'',54.9 lbs,2,Intimidate,,Reckless,485,85,120,70,50,60,100,45.0,70.0,218.0,Medium Slow,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
482,399,Bidoof,Bidiza,ビッパ (Bippa),False,False,False,True,False,False,False,False,Normal,Plump Mouse Pokémon,Normal,1'08'',44.09 lbs,3,Simple,Unaware,Moody,250,59,45,40,35,40,31,255.0,70.0,50.0,Medium Fast,"Field, Water 1",50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
483,400,Bibarel,Bidifas,ビーダル (Beadaru),False,False,False,True,False,False,False,False,Normal,Beaver Pokémon,"Normal, Water",3'03'',69.45 lbs,3,Simple,Unaware,Moody,410,79,85,60,55,60,71,127.0,70.0,144.0,Medium Fast,"Field, Water 1",50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
484,401,Kricketot,Zirpurze,コロボーシ (Korobohshi),False,False,False,True,False,False,False,False,Normal,Cricket Pokémon,Bug,1'00'',4.85 lbs,2,Shed Skin,,Run Away,194,37,25,41,25,41,25,255.0,70.0,39.0,Medium Slow,Bug,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
485,402,Kricketune,Zirpeise,コロトック (Korotock),False,False,False,True,False,False,False,False,Normal,Cricket Pokémon,Bug,3'03'',56.22 lbs,2,Swarm,,Technician,384,77,85,51,55,51,65,45.0,70.0,134.0,Medium Slow,Bug,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
486,403,Shinx,Sheinux,コリンク (Kolink),False,False,False,True,False,False,False,False,Normal,Flash Pokémon,Electric,1'08'',20.94 lbs,3,Rivalry,Intimidate,Guts,263,45,65,34,40,34,45,235.0,70.0,53.0,Medium Slow,Field,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
487,404,Luxio,Luxio,ルクシオ (Luxio),False,False,False,True,False,False,False,False,Normal,Spark Pokémon,Electric,2'11'',67.24 lbs,3,Rivalry,Intimidate,Guts,363,60,85,49,60,49,60,120.0,100.0,127.0,Medium Slow,Field,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
488,405,Luxray,Luxtra,レントラー (Rentorar),False,False,False,True,False,False,False,False,Normal,Gleam Eyes Pokémon,Electric,4'07'',92.59 lbs,3,Rivalry,Intimidate,Guts,523,80,120,79,95,79,70,45.0,70.0,235.0,Medium Slow,Field,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
489,406,Budew,Knospi,スボミー (Subomie),False,False,False,True,False,False,False,False,Normal,Bud Pokémon,"Grass, Poison",0'08'',2.65 lbs,3,Natural Cure,Poison Point,Leaf Guard,280,40,30,35,50,70,55,255.0,70.0,56.0,Medium Slow,Undiscovered,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
490,407,Roserade,Roserade,ロズレイド (Roserade),False,False,False,True,False,False,False,False,Normal,Bouquet Pokémon,"Grass, Poison",2'11'',31.97 lbs,3,Natural Cure,Poison Point,Technician,515,60,70,65,125,105,90,75.0,70.0,232.0,Medium Slow,"Fairy, Grass",50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
491,408,Cranidos,Koknodon,ズガイドス (Zugaidos),False,False,False,True,False,False,False,False,Normal,Head Butt Pokémon,Rock,2'11'',69.45 lbs,2,Mold Breaker,,Sheer Force,350,67,125,40,30,30,58,45.0,70.0,70.0,Erratic,Monster,87.5,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
492,409,Rampardos,Rameidon,ラムパルド (Rampald),False,False,False,True,False,False,False,False,Normal,Head Butt Pokémon,Rock,5'03'',225.97 lbs,2,Mold Breaker,,Sheer Force,495,97,165,60,65,50,58,45.0,70.0,173.0,Erratic,Monster,87.5,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
493,410,Shieldon,Schilterus,タテトプス (Tatetops),False,False,False,True,False,False,False,False,Normal,Shield Pokémon,"Rock, Steel",1'08'',125.66 lbs,2,Sturdy,,Soundproof,350,30,42,118,42,88,30,45.0,70.0,70.0,Erratic,Monster,87.5,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
494,411,Bastiodon,Bollterus,トリデプス (Torideps),False,False,False,True,False,False,False,False,Normal,Shield Pokémon,"Rock, Steel",4'03'',329.59 lbs,2,Sturdy,,Soundproof,495,60,52,168,47,138,30,45.0,70.0,173.0,Erratic,Monster,87.5,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
495,412,Burmy,Burmy,ミノムッチ (Minomucchi),False,False,False,True,False,False,False,False,Normal,Bagworm Pokémon,Bug,0'08'',7.5 lbs,2,Shed Skin,,Overcoat,224,40,29,45,29,45,36,120.0,70.0,45.0,Medium Fast,Bug,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
496,413,Wormadam Plant Cloak,Burmadame,ミノマダム (Minomadam),False,False,False,True,False,False,False,False,Normal,Bagworm Pokémon,"Bug, Grass",1'08'',14.33 lbs,2,Anticipation,,Overcoat,424,60,59,85,79,105,36,45.0,70.0,148.0,Medium Fast,Bug,0.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
497,413,Wormadam Sandy Cloak,Burmadame,ミノマダム (Minomadam),False,False,False,True,False,False,False,False,Normal,Bagworm Pokémon,"Bug, Ground",1'08'',14.33 lbs,2,Anticipation,,Overcoat,424,60,79,105,59,85,36,45.0,70.0,148.0,Medium Fast,Bug,0.0,15.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
498,413,Wormadam Trash Cloak,Burmadame,ミノマダム (Minomadam),False,False,False,True,False,False,False,False,Normal,Bagworm Pokémon,"Bug, Steel",1'08'',14.33 lbs,2,Anticipation,,Overcoat,424,60,69,95,69,95,36,45.0,70.0,148.0,Medium Fast,Bug,0.0,15.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
499,414,Mothim,Moterpel,ガーメイル (Gamale),False,False,False,True,False,False,False,False,Normal,Moth Pokémon,"Bug, Flying",2'11'',51.37 lbs,2,Swarm,,Tinted Lens,424,70,94,50,94,50,66,45.0,70.0,148.0,Medium Fast,Bug,100.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
500,415,Combee,Wadribie,ミツハニー (Mitsuhoney),False,False,False,True,False,False,False,False,Normal,Tiny Bee Pokémon,"Bug, Flying",1'00'',12.13 lbs,2,Honey Gather,,Hustle,244,30,30,42,30,42,70,120.0,70.0,49.0,Medium Slow,Bug,87.5,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
501,416,Vespiquen,Honweisel,ビークイン (Beequen),False,False,False,True,False,False,False,False,Normal,Beehive Pokémon,"Bug, Flying",3'11'',84.88 lbs,2,Pressure,,Unnerve,474,70,80,102,80,102,40,45.0,70.0,166.0,Medium Slow,Bug,0.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
502,417,Pachirisu,Pachirisu,パチリス (Pachirisu),False,False,False,True,False,False,False,False,Normal,EleSquirrel Pokémon,Electric,1'04'',8.6 lbs,3,Run Away,Pickup,Volt Absorb,405,60,45,70,45,90,95,200.0,100.0,142.0,Medium Fast,"Fairy, Field",50.0,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
503,418,Buizel,Bamelin,ブイゼル (Buoysel),False,False,False,True,False,False,False,False,Normal,Sea Weasel Pokémon,Water,2'04'',65.04 lbs,2,Swift Swim,,Water Veil,330,55,65,35,60,30,85,190.0,70.0,66.0,Medium Fast,"Field, Water 1",50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
504,419,Floatzel,Bojelin,フローゼル (Floazel),False,False,False,True,False,False,False,False,Normal,Sea Weasel Pokémon,Water,3'07'',73.85 lbs,2,Swift Swim,,Water Veil,495,85,105,55,85,50,115,75.0,70.0,173.0,Medium Fast,"Field, Water 1",50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
505,420,Cherubi,Kikugi,チェリンボ (Cherinbo),False,False,False,True,False,False,False,False,Normal,Cherry Pokémon,Grass,1'04'',7.28 lbs,1,Chlorophyll,,,275,45,35,45,62,53,35,190.0,70.0,55.0,Medium Fast,"Fairy, Grass",50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
506,421,Cherrim,Kinoso,チェリム (Cherrim),False,False,False,True,False,False,False,False,Normal,Blossom Pokémon,Grass,1'08'',20.5 lbs,1,Flower Gift,,,450,70,60,70,87,78,85,75.0,70.0,158.0,Medium Fast,"Fairy, Grass",50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
507,422,Shellos,Schalellos,カラナクシ (Karanakushi),False,False,False,True,False,False,False,False,Normal,Sea Slug Pokémon,Water,1'00'',13.89 lbs,3,Sticky Hold,Storm Drain,Sand Force,325,76,48,48,57,62,34,190.0,70.0,65.0,Medium Fast,"Amorphous, Water 1",50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
508,423,Gastrodon,Gastrodon,トリトドン (Tritodon),False,False,False,True,False,False,False,False,Normal,Sea Slug Pokémon,"Water, Ground",2'11'',65.92 lbs,3,Sticky Hold,Storm Drain,Sand Force,475,111,83,68,92,82,39,75.0,70.0,166.0,Medium Fast,"Amorphous, Water 1",50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
509,424,Ambipom,Ambidiffel,エテボース (Eteboth),False,False,False,True,False,False,False,False,Normal,Long Tail Pokémon,Normal,3'11'',44.75 lbs,3,Technician,Pickup,Skill Link,482,75,100,66,60,66,115,45.0,100.0,169.0,Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
510,425,Drifloon,Driftlon,フワンテ (Fuwante),False,False,False,True,False,False,False,False,Normal,Balloon Pokémon,"Ghost, Flying",1'04'',2.65 lbs,3,Aftermath,Unburden,Flare Boost,348,90,50,34,60,44,70,125.0,70.0,70.0,Fluctuating,Amorphous,50.0,30.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
511,426,Drifblim,Drifzepeli,フワライド (Fuwaride),False,False,False,True,False,False,False,False,Normal,Blimp Pokémon,"Ghost, Flying",3'11'',33.07 lbs,3,Aftermath,Unburden,Flare Boost,498,150,80,44,90,54,80,60.0,70.0,174.0,Fluctuating,Amorphous,50.0,30.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
512,427,Buneary,Haspiror,ミミロル (Mimirol),False,False,False,True,False,False,False,False,Normal,Rabbit Pokémon,Normal,1'04'',12.13 lbs,3,Run Away,Klutz,Limber,350,55,66,44,44,56,85,190.0,0.0,70.0,Medium Fast,"Field, Human-Like",50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
513,428,Lopunny,Schlapor,ミミロップ (Mimilop),False,False,False,True,False,False,False,False,Normal,Rabbit Pokémon,Normal,3'11'',73.41 lbs,3,Cute Charm,Klutz,Limber,480,65,76,84,54,96,105,60.0,140.0,168.0,Medium Fast,"Field, Human-Like",50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
514,428,Mega Lopunny,Schlapor,ミミロップ (Mimilop),False,False,False,True,False,False,False,False,Normal,Rabbit Pokémon,"Normal, Fighting",4'03'',62.39 lbs,1,Scrappy,,,580,65,136,94,54,96,135,60.0,140.0,203.0,Medium Fast,"Field, Human-Like",50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
515,429,Mismagius,Traunmagil,ムウマージ (Mumargi),False,False,False,True,False,False,False,False,Normal,Magical Pokémon,Ghost,2'11'',9.7 lbs,1,Levitate,,,495,60,60,60,105,105,105,45.0,35.0,173.0,Fast,Amorphous,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
516,430,Honchkrow,Kramshef,ドンカラス (Dongkarasu),False,False,False,True,False,False,False,False,Normal,Big Boss Pokémon,"Dark, Flying",2'11'',60.19 lbs,3,Insomnia,Super Luck,Moxie,505,100,125,52,105,52,71,30.0,35.0,177.0,Medium Slow,Flying,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
